Date,Open,High,Low,Close,Volume
17-02-2015,94.11113958,95.90902478,93.35170238,94.26566971,213973838
18-02-2015,95.03145701,95.24237864,94.61225785,95.12412205,151402674
19-02-2015,93.59184129,94.72485637,93.32097114,93.39516559,102025961
20-02-2015,93.95314045,94.46736155,93.53905565,93.9366802,113340935
23-02-2015,92.20059723,92.5676987,91.05641009,91.8189361,169810743
24-02-2015,90.35488172,91.66549354,90.06448516,90.85142572,194969416
25-02-2015,91.26233563,91.95048174,89.9462734,90.88517771,60967562
26-02-2015,92.44413163,93.09233967,90.38435384,91.17949058,63258493
27-02-2015,91.71048323,94.10001787,90.78815263,93.17565644,98132603
02-03-2015,92.808355,93.38841984,91.15446417,92.67498341,60503829
03-03-2015,92.00300539,93.22445552,91.04346353,91.35809964,74500577
04-03-2015,90.78437765,92.30642421,89.52013233,90.40529805,51084258
05-03-2015,89.22032587,92.05014531,89.02364722,89.75797569,289000524
06-03-2015,89.51586699,90.40574142,88.44572764,89.6841473,106583562
09-03-2015,89.59975965,91.99580043,89.11002236,89.73642409,229680187
10-03-2015,90.93446864,91.3187634,90.47903718,91.03539828,56156393
11-03-2015,88.81222441,89.28619677,88.39501724,88.45235209,91758714
12-03-2015,89.32701432,89.58867222,88.18855714,88.3824575,108609294
13-03-2015,88.07750912,89.49302377,87.30774066,89.02737471,169911077
16-03-2015,87.5408495,88.95299895,86.75226308,88.63376364,180710016
17-03-2015,88.89867482,90.95007695,88.27965036,89.8940152,193650349
18-03-2015,89.15688624,89.34788832,88.2247124,89.0311976,266837361
19-03-2015,90.7939435,91.94026599,90.72596513,90.9118002,152699863
20-03-2015,89.03955393,89.56387124,88.16923952,89.51822221,242993194
23-03-2015,89.83799756,89.95127419,89.25819607,89.80558981,245370471
24-03-2015,89.12891223,89.50911912,88.44532466,89.00992911,230122389
25-03-2015,90.99686898,91.93339829,89.88084746,90.08933413,138399501
26-03-2015,90.55436024,91.87854001,88.66370781,89.85360737,259681281
27-03-2015,89.70749989,90.56298707,89.6377359,90.09536782,102043167
30-03-2015,89.24056411,89.45507542,87.63116727,88.62901019,244012143
31-03-2015,87.88356533,88.21618169,87.77517224,88.08287138,298136997
01-04-2015,88.2964491,89.92727747,87.06339218,89.07931733,117377888
02-04-2015,89.41783271,91.17724815,88.35063416,90.22189882,139622829
03-04-2015,88.86878709,91.46960931,88.24659905,90.65949375,217861417
06-04-2015,91.02845785,92.60989011,90.96870918,91.06154615,294763269
07-04-2015,90.43286747,91.04614765,90.41486716,90.6068205,195464360
08-04-2015,90.6178212,92.31618323,90.00678138,91.25183736,235297126
09-04-2015,90.7998206,90.89629035,90.3156301,90.62896659,178038296
10-04-2015,92.80915266,93.99689044,91.30313606,92.92479052,240126817
13-04-2015,92.28273248,93.60916534,91.88912924,93.22062234,274923274
14-04-2015,93.833675,95.41703226,92.92882009,94.22674289,236666605
15-04-2015,91.74458914,92.64473802,89.8608614,90.63057438,208415844
16-04-2015,92.3680853,92.67914043,91.74127105,91.74145021,213303720
17-04-2015,92.44568134,93.88807425,92.36958143,92.94897559,221569606
20-04-2015,92.2232298,93.11333725,90.77437418,91.90403466,256806072
21-04-2015,91.31257072,92.17703978,91.18017747,92.12014355,154084397
22-04-2015,90.47118221,90.54067584,89.69827048,90.47220008,71307002
23-04-2015,90.17935038,90.44397579,89.27667712,90.22127741,132505967
24-04-2015,89.72188699,90.98790673,88.70390032,90.36962846,97666773
27-04-2015,91.58608236,92.23031632,90.3379457,91.60378841,121707823
28-04-2015,91.17019874,91.43824222,89.33965884,91.03351816,234454206
29-04-2015,90.31411038,91.26213947,89.98510204,90.81030819,78314150
30-04-2015,90.04653172,90.32605823,89.93003812,90.1563865,228874505
01-05-2015,91.51068724,91.94444965,89.15272699,90.66635385,202965076
04-05-2015,91.66463832,91.93511334,91.61492947,91.66481112,73081413
05-05-2015,89.93788516,90.531263,89.75509942,90.5294777,233570160
06-05-2015,91.41829719,91.63801218,90.61250142,90.6814311,196932961
07-05-2015,91.8688064,92.23458123,90.37438953,90.82485439,205343290
08-05-2015,92.36638899,92.91767843,90.9263627,91.68361431,173747533
11-05-2015,92.01642185,92.39057393,90.43030533,91.33472663,212848419
12-05-2015,92.14940471,93.19788944,91.73548592,91.76013163,139704904
13-05-2015,91.26301611,92.19989769,89.11601184,90.34861375,221897526
14-05-2015,89.41230069,90.41755295,88.96069838,89.38188427,236168005
15-05-2015,90.1063109,91.13767334,88.90758624,89.25542199,51705950
18-05-2015,89.91726585,90.17179266,89.06219202,89.71466742,273023952
19-05-2015,89.86188692,90.34247333,87.79653482,89.09491479,113144884
20-05-2015,89.43964114,90.23005141,88.46887045,89.50507915,71086314
21-05-2015,88.9816842,89.09526813,87.22513685,88.10312483,111450683
22-05-2015,87.37011786,88.30045471,86.43257072,88.04947617,287385404
25-05-2015,88.20280154,89.39048538,86.09301732,87.54825814,242673827
26-05-2015,86.88427247,87.3708862,84.5403226,86.03514435,170820308
27-05-2015,85.77340161,88.09190183,84.65834749,87.01515382,171954458
28-05-2015,87.0609302,87.20064856,86.83496156,86.98225708,144495515
29-05-2015,87.7132782,89.95062272,87.65801005,88.86248821,166453647
01-06-2015,89.25062328,89.40237807,86.68477544,88.93327809,245077666
02-06-2015,89.6380354,90.31770303,88.72268732,88.93654094,276702755
03-06-2015,88.82479577,91.00473089,88.46606517,89.22987491,81970487
04-06-2015,87.26397638,89.37501897,86.98052887,87.43999675,287389410
05-06-2015,88.15276737,89.34913397,85.57942426,86.30224081,264562028
08-06-2015,86.98304551,87.21074591,86.65654539,86.96653844,58365970
09-06-2015,89.16970718,91.14935871,88.59970363,89.57168749,125253244
10-06-2015,90.24763171,90.47805441,89.08342206,89.63488531,120294968
11-06-2015,90.78964095,91.94478139,89.27662892,90.40500286,226122836
12-06-2015,89.77548342,90.13136625,88.34958248,89.38776518,153657593
15-06-2015,89.11068906,89.43994164,87.18628826,88.35597662,298104352
16-06-2015,90.41851832,91.17164085,88.68384453,89.49151331,170258070
17-06-2015,90.12847128,91.0252449,88.88729079,90.0989496,242079222
18-06-2015,91.04809242,91.76161186,90.82886135,91.11715209,200556222
19-06-2015,90.99679514,91.77745381,90.55401964,90.766759,124788165
22-06-2015,92.62665934,92.6337455,91.17511559,91.25723445,245047573
23-06-2015,90.66374156,91.79616082,89.5053225,90.59620833,161211202
24-06-2015,90.52925105,91.31154887,89.76746522,90.11820711,221994082
25-06-2015,94.15314441,94.36944153,92.38966361,92.87894486,168670927
26-06-2015,91.90359208,93.11615699,91.8735414,92.00433288,167450217
29-06-2015,91.43521091,93.52184113,91.31359578,92.44020964,271962042
30-06-2015,91.87360008,93.5531261,89.72505471,91.56503001,75385112
01-07-2015,91.97603572,92.00903422,88.94526038,90.09833377,218639504
02-07-2015,90.07528007,91.80257699,87.61754216,88.64884763,152025766
03-07-2015,89.9242878,89.99733959,89.20874459,89.73386985,51617243
06-07-2015,88.8861956,89.26580149,88.50257561,88.96143677,108772938
07-07-2015,89.1499011,89.82023846,87.84644629,89.3158717,194899273
08-07-2015,88.48778929,89.79745522,86.8140165,88.29250459,149720614
09-07-2015,88.4938739,90.96389884,88.07646058,90.33978374,108706199
10-07-2015,88.82709692,89.41531237,87.73881927,88.70560504,194677285
13-07-2015,88.7740001,89.54812548,88.44433333,89.10079441,182308567
14-07-2015,88.89134931,89.25959472,87.76039763,88.65084891,161209440
15-07-2015,88.42915369,89.25335345,87.43706696,87.78351812,216854096
16-07-2015,88.36121636,88.66524583,87.41078214,87.55993127,241678392
17-07-2015,90.64833257,90.97216887,89.24968892,89.63317207,116979627
20-07-2015,88.94962135,89.85586511,87.82906308,88.13998088,254493603
21-07-2015,88.11484256,89.68271393,87.89994526,88.40479609,80982498
22-07-2015,88.53220928,89.15432166,87.66130141,88.63856982,93230789
23-07-2015,89.35247723,89.87629305,86.68457596,88.92567435,225821177
24-07-2015,87.92667056,88.46586668,87.53693682,88.05737988,150306043
27-07-2015,86.92955618,86.99348839,84.30923309,86.08332035,163109071
28-07-2015,86.97484422,88.29234379,86.30116527,88.03559974,294561452
29-07-2015,87.08566226,88.28944962,86.07184091,87.49915689,89986139
30-07-2015,88.21281839,88.79124874,86.99610323,87.65701972,99115368
31-07-2015,88.56267578,89.11079181,88.30535365,89.04238115,92466783
03-08-2015,87.16572839,88.53829504,86.62779276,86.946763,261656857
04-08-2015,88.24781768,88.99095886,86.94132843,87.23734641,259159050
05-08-2015,87.77742357,88.18072651,87.32162208,87.54510227,105586483
06-08-2015,87.50544364,87.56372979,87.04818044,87.34492533,70692376
07-08-2015,89.65480754,91.16623057,89.3954968,89.46045134,130092190
10-08-2015,89.70166217,90.27884323,89.03339542,90.08830618,177338068
11-08-2015,88.75453541,90.48578012,88.48567508,89.81316261,59743916
12-08-2015,88.92550374,89.10200838,87.65891207,88.05900233,75570806
13-08-2015,88.1108036,88.79507488,87.71115647,88.51340469,256666098
14-08-2015,88.89319178,89.15299837,88.01000226,88.71755621,158712258
17-08-2015,89.7814279,90.32596365,89.55090787,89.8615095,171610571
18-08-2015,89.24564767,90.21303219,88.73707023,89.02414869,210239858
19-08-2015,89.52310174,89.86245525,88.57205674,89.84302605,246787751
20-08-2015,90.46461494,92.86362265,89.9325782,91.55245423,201372205
21-08-2015,91.38981422,92.67981877,90.70522016,91.95340064,99157301
24-08-2015,93.30095508,94.00659458,92.3522178,93.44064294,123022248
25-08-2015,93.06290812,95.62704925,92.91657646,93.85916471,283190872
26-08-2015,92.39903857,92.66063418,90.1906704,91.67365619,149158391
27-08-2015,91.780127,92.44822661,90.5053304,90.87505368,246616272
28-08-2015,91.1618545,92.48418494,89.54825762,89.63561209,267187877
31-08-2015,90.32261164,91.9848337,89.39007522,90.29778698,67850211
01-09-2015,90.3870458,91.0959157,89.84951195,91.06949549,235287075
02-09-2015,90.74431482,91.71968652,90.58166019,91.31676631,142766674
03-09-2015,91.84891881,92.30509119,90.95115615,92.16719123,104574507
04-09-2015,91.92956151,92.50134689,90.29348523,91.39999375,138216632
07-09-2015,93.17405821,94.98291894,92.62993632,93.96063361,225279425
08-09-2015,92.64634108,93.87060303,92.50091609,93.41421317,237365328
09-09-2015,95.78650816,96.46247428,95.55097298,96.38109572,259430045
10-09-2015,96.73094923,97.92935865,95.39493211,95.69385483,271963758
11-09-2015,96.0805931,96.33086228,95.72876327,95.9388238,144362889
14-09-2015,94.43347434,95.25820981,93.09319653,94.11830325,193776994
15-09-2015,94.98815937,95.2264469,93.47639659,94.99599666,119876540
16-09-2015,94.50784634,95.58319631,94.17094216,95.23837795,138551358
17-09-2015,95.66947641,95.82159285,95.31113182,95.7307428,225622131
18-09-2015,95.7342193,95.77890105,95.36688378,95.73266363,113464227
21-09-2015,96.37216861,96.67407783,95.00653406,96.08874128,216945845
22-09-2015,94.34587774,95.54892655,93.38729743,94.47304333,111818464
23-09-2015,93.54414893,94.88543829,93.31571563,94.29909746,125777984
24-09-2015,93.42800248,94.02018828,92.13490981,93.1748068,108416081
25-09-2015,94.22576486,96.38991743,93.65453147,94.69312258,204598838
28-09-2015,95.69445818,96.47673623,93.3399656,94.0846755,254643637
29-09-2015,93.27710258,95.18519354,91.39199659,92.84041458,93620206
30-09-2015,92.7733562,93.34549709,91.80140091,92.8932901,170160858
01-10-2015,93.61296875,95.54837931,93.52835244,94.09878784,150605016
02-10-2015,91.88872027,93.18268042,91.62329725,92.42212786,171153855
05-10-2015,92.89026867,95.76367799,91.66739563,93.25286626,221619702
06-10-2015,92.57224923,92.90714273,92.32381752,92.79755106,231235291
07-10-2015,92.3035021,93.21705556,89.96565153,90.85782532,191025780
08-10-2015,91.92882419,91.97674839,91.28392956,91.91843729,217425685
09-10-2015,92.70599589,94.0060929,91.2222281,92.17482475,289631593
12-10-2015,93.52965117,93.93071094,93.16133731,93.86438146,297431064
13-10-2015,95.77065782,96.10259085,94.28365275,94.30602828,194710202
14-10-2015,93.3629414,95.1881127,93.14404973,93.98655033,217878840
15-10-2015,93.50201626,94.63110175,92.0597945,92.54019981,258481717
16-10-2015,93.50784889,94.13612537,92.15654804,93.01197501,91302571
19-10-2015,93.85559232,94.20379605,93.68902812,93.94250503,171081011
20-10-2015,94.31397322,96.19986443,93.68379527,94.61156011,247708875
21-10-2015,98.17923678,99.42166501,97.79125495,97.97228876,267513615
22-10-2015,97.58939236,99.2904754,96.01855009,98.1676285,116911844
23-10-2015,99.54935259,99.61637907,98.53368102,98.80180948,64510972
26-10-2015,101.065375,102.8686055,100.0094867,100.2997712,106550671
27-10-2015,101.2697387,101.4316098,99.76361209,100.9855812,121081936
28-10-2015,100.2763231,101.179043,100.1007933,101.0324468,180924598
29-10-2015,101.7116851,102.8652133,101.3773713,101.5653138,65148732
30-10-2015,101.8171148,102.5738585,100.9989638,101.3090285,139197406
02-11-2015,101.3516893,102.1142303,99.08944411,100.4217518,80623566
03-11-2015,100.2118779,100.8456195,99.53142559,100.2143593,138141900
04-11-2015,100.8004787,101.4201243,99.63684792,100.9167478,55892391
05-11-2015,102.4561591,103.3756906,101.3089583,102.8103252,65117530
06-11-2015,99.92021163,101.7766265,99.21090029,100.7421286,234192276
09-11-2015,100.9961746,101.2245334,100.4579692,101.1574354,281102087
10-11-2015,100.6271361,101.491462,98.58621781,99.52907604,99146601
11-11-2015,99.23676333,100.1786965,97.82500022,98.94845325,244582214
12-11-2015,100.3410185,100.6799711,99.99601836,100.192207,61709705
13-11-2015,100.3770714,101.2961483,99.61735819,100.9048234,75484163
16-11-2015,100.401314,100.8316968,97.9662269,99.33830158,113785002
17-11-2015,99.54692146,99.92007714,97.51694579,98.05905547,170264040
18-11-2015,100.5229299,100.5861681,100.2914851,100.2976244,124654947
19-11-2015,98.60365051,99.07368054,97.92210726,98.84315572,156404066
20-11-2015,99.04744395,99.1938543,97.46426577,98.19616001,180208830
23-11-2015,98.18688227,99.51750072,98.13425452,98.72427909,69497130
24-11-2015,99.03207042,99.11629331,97.86838268,98.34904639,112520258
25-11-2015,99.85365752,101.4103253,99.22990057,101.2898433,138673017
26-11-2015,101.1798541,102.3822916,100.4692865,100.5174101,148474833
27-11-2015,98.49767246,100.3308991,97.7994445,99.53434409,292867961
30-11-2015,98.93834463,100.6376682,98.20222284,99.93252126,294476210
01-12-2015,98.15236036,98.32891226,96.97062883,98.25666442,128702317
02-12-2015,99.11948728,100.2161975,98.71125435,99.2846681,230039338
03-12-2015,98.36134282,99.10188423,97.23059591,98.11274955,147521559
04-12-2015,98.24203333,98.44190387,98.09976949,98.41443716,190532703
07-12-2015,99.43782197,99.72782117,98.57904586,99.00286002,289888417
08-12-2015,99.33447881,100.9747447,98.69059406,100.2167352,61273018
09-12-2015,98.79688451,99.77146152,98.13090321,99.23170553,134059777
10-12-2015,98.96109214,99.45578415,97.90178431,97.97806453,160968961
11-12-2015,97.62056907,98.25648399,96.74980042,96.89350472,229848585
14-12-2015,96.86487857,98.87109977,96.24157407,97.21321563,182543638
15-12-2015,98.87402995,99.2592865,97.61224725,99.13606102,182160142
16-12-2015,99.98413657,100.0502948,98.83882462,99.51898281,204819189
17-12-2015,98.23044383,99.13939693,96.65945686,97.97005339,287137611
18-12-2015,98.78564482,99.40087209,98.57796744,99.11362801,156874239
21-12-2015,101.4153465,102.9985139,100.4462045,101.9311306,113627857
22-12-2015,101.6547273,102.9546319,101.2503696,102.3967405,201251024
23-12-2015,101.0271832,101.9377035,100.0912721,100.4998192,104603979
24-12-2015,100.406573,100.8297061,99.25479093,99.95217047,272829946
25-12-2015,101.3152763,102.0063312,100.4604366,101.3842544,52430735
28-12-2015,100.3422182,102.7468878,100.2713613,101.579881,257271455
29-12-2015,100.76199,101.3017884,100.2142181,101.1136801,289024741
30-12-2015,102.2473732,103.8351236,101.1085037,101.9700674,132181281
31-12-2015,101.6675243,101.8812343,99.70949782,100.8118773,175052513
01-01-2016,100.6748548,101.8952836,98.95588981,101.5430004,61475087
04-01-2016,97.98143473,99.14893485,97.5644621,98.73216001,173973537
05-01-2016,95.68434023,97.79351036,94.01687493,96.95316026,248176871
06-01-2016,96.18297672,97.19356681,95.73639251,96.51667204,136279549
07-01-2016,95.21197294,95.32866405,94.72171268,95.24589382,123377222
08-01-2016,96.405072,96.79672852,95.33057392,95.66776031,288288288
11-01-2016,94.96151914,95.8358645,93.9437603,95.80234776,271567299
12-01-2016,94.65583806,97.16614636,94.18531225,95.05681105,55588138
13-01-2016,95.26656478,96.25744173,94.70138438,95.33463945,251695807
14-01-2016,96.4680772,97.39813613,96.18019876,96.20601061,142151539
15-01-2016,94.00676394,95.28208817,93.29169737,94.93365112,184514246
18-01-2016,95.22869323,96.21671906,95.08262533,96.08353084,92922257
19-01-2016,95.99584378,98.72695369,95.55216919,96.81008786,144020035
20-01-2016,95.54661101,96.08979529,94.18857836,95.1283878,131066864
21-01-2016,94.40611877,97.20566089,92.71330913,96.82120136,135729404
22-01-2016,95.7290658,97.69427575,94.58411514,96.1943621,291675646
25-01-2016,95.11559008,96.04152272,93.20229965,94.74087268,124197308
26-01-2016,96.14268499,97.72735416,95.18810501,95.38424295,252254154
27-01-2016,94.8706916,94.90135066,93.52263238,94.73736494,163875050
28-01-2016,95.36821434,96.02322712,94.04255933,94.07952861,113145619
29-01-2016,95.90947909,97.52400561,95.3103302,96.63858599,229725194
01-02-2016,96.3595841,98.10826618,95.16427058,97.77643861,241933902
02-02-2016,96.57115545,97.34187252,96.29253985,96.4536555,294212141
03-02-2016,98.42778347,99.97343559,98.24826286,98.40278704,281557823
04-02-2016,96.62213173,98.02762669,94.0942807,95.67698863,172117456
05-02-2016,98.17933117,99.19451723,95.95345563,95.97440375,179007329
08-02-2016,95.76247306,97.93650767,95.70544325,97.22541991,111894385
09-02-2016,97.94786972,98.07566852,96.04874593,96.55991138,67341935
10-02-2016,96.31909811,97.13042949,94.63014673,95.19693721,54520907
11-02-2016,96.39836407,96.66954479,95.79310454,96.14114662,187716073
12-02-2016,95.73894257,95.92476137,94.50841811,95.69081991,253404059
15-02-2016,94.96021576,95.24855221,93.12718152,95.24011564,266129967
16-02-2016,95.73701956,97.29839579,94.85022189,96.38619535,172931874
17-02-2016,96.54370588,97.64193981,95.28744523,96.69775442,190105223
18-02-2016,94.92745507,96.15039048,94.65808523,95.81542682,84288474
19-02-2016,96.96093138,97.19458607,96.54642413,97.18340749,216688149
22-02-2016,96.68484411,96.95163314,95.70286672,96.13345642,157949045
23-02-2016,97.14076876,98.6662994,96.35323833,97.95809434,299957527
24-02-2016,98.11042585,99.35191278,95.5243735,98.64870146,239207873
25-02-2016,98.13501187,98.89220451,95.68000752,96.88665612,230395221
26-02-2016,96.67858868,96.82431715,95.3946045,96.19482092,217260735
29-02-2016,97.87277664,98.09774598,96.99064271,97.32057877,124290240
01-03-2016,97.93844196,98.19155477,96.77452822,97.97314937,223175676
02-03-2016,98.66197943,99.12999649,97.88218396,98.65972823,217723277
03-03-2016,98.74309975,98.96805337,97.97833334,98.09307649,130436760
04-03-2016,100.6023152,102.0683642,98.58874429,99.24983652,288573539
07-03-2016,98.99865742,100.2228807,98.46683883,98.78062252,212767971
08-03-2016,99.96786417,100.2908017,98.62532024,100.1928529,151969000
09-03-2016,99.48037789,100.2071799,99.37949026,99.43786581,111168770
10-03-2016,99.86159881,100.3448848,98.97865057,99.1240374,111373828
11-03-2016,99.95302358,101.5511745,99.19991839,100.257437,139255232
14-03-2016,101.5103588,102.0609365,99.99469385,101.7838863,272958005
15-03-2016,101.8540171,102.3580559,101.448749,101.5767799,247870610
16-03-2016,103.2247505,104.5019282,102.9643624,103.9145987,109062496
17-03-2016,103.3237246,104.5402951,102.4440571,103.3830966,202471145
18-03-2016,104.0859216,104.4579823,102.0807945,103.8795917,246558389
21-03-2016,103.5914201,105.7675853,102.691343,104.8999849,205081163
22-03-2016,104.0810576,104.1012085,102.9812884,103.4458812,148576777
23-03-2016,104.6326169,105.1347613,103.6639304,103.666715,236617057
24-03-2016,104.4332787,105.7649922,103.2083113,103.3243383,59886607
25-03-2016,104.9702882,105.2229464,104.8729373,105.0119419,237876711
28-03-2016,103.4897205,105.0091243,103.1632436,104.5620847,84567597
29-03-2016,105.3652571,107.0186407,104.6426226,106.6448389,281477148
30-03-2016,105.2815104,105.8512714,104.5341972,105.4158345,232583310
31-03-2016,104.0276949,104.431233,103.1440993,103.4908613,118106799
01-04-2016,105.4841177,106.700032,104.3092961,104.5651619,270989066
04-04-2016,105.2374548,105.9784608,103.4231338,104.7038602,289506411
05-04-2016,106.0487906,107.4903037,104.8036577,107.1815017,152190625
06-04-2016,105.9721683,107.172078,105.225852,107.0263994,226742307
07-04-2016,106.5834281,107.4121976,104.1188398,106.5336852,98945565
08-04-2016,106.3806945,106.8951958,105.1175384,106.5464377,127976930
11-04-2016,105.7249661,106.3345191,104.8360247,105.4718316,272447048
12-04-2016,105.601292,105.714659,103.8792362,105.4843631,273635153
13-04-2016,106.1609203,106.8721181,105.1709486,106.1698573,126701202
14-04-2016,106.271143,107.0610605,105.0084688,106.428453,103464038
15-04-2016,104.7097716,105.2694545,104.0068477,105.2518305,118197571
18-04-2016,105.0048361,106.419341,103.1578129,104.2367675,243140549
19-04-2016,103.8795949,107.8071995,102.2842959,105.4129511,192741618
20-04-2016,104.7179902,106.7325576,104.5447464,105.3358704,254717472
21-04-2016,103.1739813,104.5527496,101.9161969,103.9746097,69649887
22-04-2016,104.8359024,105.4384654,104.374494,104.6204627,66368591
25-04-2016,104.8665754,104.9574491,103.6431505,103.955107,193588426
26-04-2016,104.204264,104.6390004,103.8978881,103.9577981,57161493
27-04-2016,104.2603933,105.2714781,102.1903854,103.187635,239302819
28-04-2016,103.2574819,104.3154329,101.9526278,104.1054306,243808022
29-04-2016,103.1575374,103.7848685,101.7066715,102.2996016,299696318
02-05-2016,101.3424878,101.7190919,100.5752372,101.2214289,56412953
03-05-2016,100.0396702,101.5987535,98.77539836,100.701803,103797372
04-05-2016,100.5123107,101.792389,99.55705587,100.29031,248492347
05-05-2016,99.70226148,101.6146327,98.85631965,100.3919675,256408414
06-05-2016,101.3185074,101.924133,101.1670059,101.2316583,58261636
09-05-2016,102.2841292,102.7891309,100.8904632,102.587031,277716533
10-05-2016,102.1639967,104.7572078,101.7977639,102.1619403,188230949
11-05-2016,101.8811905,102.4751654,101.674179,102.2374374,217964093
12-05-2016,102.0184815,102.0199445,100.8220309,101.2196729,255015064
13-05-2016,101.2589996,101.3709853,100.8547082,100.898464,262654587
16-05-2016,101.2760207,101.3191386,99.7679631,100.1210989,219148513
17-05-2016,101.1373111,102.1983208,100.4060031,101.0884152,73799051
18-05-2016,99.68495416,101.1378724,99.46245827,100.6919455,192072469
19-05-2016,101.249631,101.7554041,98.91750628,100.4405138,59997704
20-05-2016,101.6912138,103.2010534,101.3049116,102.6551824,117176187
23-05-2016,102.5042641,104.2459769,102.4692958,103.4887153,89689811
24-05-2016,102.2561353,103.9350624,101.277889,103.4518211,275858844
25-05-2016,104.6240748,104.9520983,103.9979613,104.4522076,160068395
26-05-2016,103.6848977,103.7415672,103.0147454,103.4247803,72822620
27-05-2016,103.5061857,104.1099636,103.2741154,104.0370637,83293420
30-05-2016,104.0977546,104.1839141,103.0687984,103.1039189,107356314
31-05-2016,103.1404193,104.0399813,102.3959927,103.2414072,149849973
01-06-2016,103.0623072,103.5772422,100.8923245,101.4209974,250497206
02-06-2016,102.9149829,105.0700252,102.4548338,103.4081504,229961808
03-06-2016,103.445086,105.8484132,103.4355654,104.083238,230317316
06-06-2016,105.4003964,105.464116,103.9755138,104.487631,51801708
07-06-2016,106.0897365,109.1590609,105.1901047,105.5965146,169787260
08-06-2016,108.0210347,109.0105007,106.929188,107.4997418,245310348
09-06-2016,106.2818816,107.7329532,106.1008382,107.3006521,106539433
10-06-2016,107.5016228,109.1852994,107.4214846,108.5441122,138259982
13-06-2016,108.1036335,108.4223897,107.1216612,107.293602,236050126
14-06-2016,110.4014771,110.9168246,110.033684,110.5595102,211596433
15-06-2016,108.9813908,109.8979726,108.7101201,109.4081567,282860465
16-06-2016,109.9126091,111.1601577,108.6866606,108.763468,122406785
17-06-2016,108.8655752,109.7277518,108.1752155,108.3368751,297169878
20-06-2016,106.2845416,106.5590684,105.8860197,105.8893812,179209962
21-06-2016,105.4937458,105.992101,104.0416441,105.405934,92268556
22-06-2016,104.5924902,105.1057236,103.7990676,104.5916571,221509738
23-06-2016,104.3730293,105.9637756,104.3216662,105.3341466,180901955
24-06-2016,105.2294847,106.182737,103.9705815,105.4001245,196340398
27-06-2016,107.1957916,107.6010995,106.8795419,107.1772071,105547125
28-06-2016,107.3964589,107.5883571,106.4896661,107.3818633,182057590
29-06-2016,107.6075237,108.7959056,107.0284974,107.2511456,148432088
30-06-2016,106.4643913,108.6293052,106.1667398,106.9913554,154691914
01-07-2016,106.0800362,107.2293713,105.8553233,107.0527883,51186737
04-07-2016,105.2835143,107.1096153,104.8412816,106.0434725,178729327
05-07-2016,107.3383628,109.7502156,106.8621182,108.4284215,63418985
06-07-2016,109.6684495,110.4420148,108.0952235,109.2439087,258940811
07-07-2016,108.5337066,108.9694063,108.0743558,108.3020092,241822472
08-07-2016,105.8745547,106.6463477,105.425714,106.2868009,58250682
11-07-2016,108.139186,108.8760067,106.4187261,106.6193931,298993780
12-07-2016,107.007976,108.0812107,105.6916921,107.6974356,292307756
13-07-2016,109.5607899,109.9068999,108.6683062,108.8564381,299618149
